transaction_id,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,month_year,risk_level,hour,time_segment,last_15_mins,last_15_mins_non_fraud
T4506094,ACC430244,ACC242743,124.4,payment,utilities,Berlin,pos,0,0.75,9,0.49,wire_transfer,19.111.125.224,D8334743,2023-01,Medium risk,18,Night,6.0,107.0
T135182,ACC174033,ACC784295,159.6,payment,grocery,London,pos,0,0.7,12,0.94,wire_transfer,222.142.146.199,D9875271,2023-01,Medium risk,18,Night,6.0,108.0
T678202,ACC177108,ACC299139,357.32,deposit,other,Sydney,mobile,0,-0.6,12,0.7,UPI,92.26.166.112,D7652353,2023-01,Medium risk,18,Night,6.0,108.0
T1439914,ACC894195,ACC292092,10.68,payment,utilities,Singapore,pos,0,-0.4,6,0.3,card,5.47.37.57,D1424827,2023-01,Low risk,18,Night,6.0,108.0
T995907,ACC984976,ACC488358,135.93,payment,restaurant,Berlin,atm,0,-1.22,14,0.06,UPI,104.116.194.10,D6474477,2023-01,Medium risk,18,Night,6.0,109.0
T744652,ACC163177,ACC351002,38.37,payment,retail,Dubai,mobile,0,-0.14,12,0.29,ACH,59.161.49.192,D3052409,2023-01,Medium risk,18,Night,6.0,110.0
T685431,ACC977376,ACC243435,121.29,payment,travel,Sydney,atm,0,-0.85,8,0.58,card,234.70.95.68,D7436592,2023-01,Medium risk,18,Night,6.0,110.0
T598884,ACC131730,ACC919808,127.91,withdrawal,entertainment,Singapore,web,0,0.89,9,0.16,card,154.113.253.240,D8427827,2023-01,Medium risk,18,Night,6.0,111.0
T4090090,ACC735172,ACC270739,337.58,withdrawal,restaurant,Singapore,mobile,0,-2.52,16,0.29,ACH,112.74.37.140,D1015958,2023-01,High risk,18,Night,6.0,112.0
T3812255,ACC342075,ACC367679,1824.25,deposit,entertainment,New York,atm,0,0.69,8,0.75,UPI,224.36.120.235,D7190705,2023-01,Medium risk,18,Night,6.0,113.0
T4190870,ACC891069,ACC370202,814.71,deposit,online,Toronto,pos,0,-2.72,11,0.18,card,106.126.171.21,D5588315,2023-01,Medium risk,18,Night,6.0,113.0
T4197270,ACC324685,ACC541598,537.98,withdrawal,online,Singapore,mobile,0,-0.66,7,0.05,wire_transfer,106.201.151.81,D9866037,2023-01,Low risk,18,Night,6.0,114.0
T1205619,ACC744650,ACC903308,236.47,withdrawal,retail,Berlin,pos,0,-1.47,5,0.71,ACH,55.191.100.33,D6427322,2023-01,Low risk,18,Night,6.0,114.0
T976831,ACC572848,ACC748716,16.48,transfer,entertainment,Berlin,pos,0,-0.67,18,0.83,UPI,226.131.24.214,D2640040,2023-01,High risk,18,Night,6.0,114.0
T2740252,ACC391859,ACC426385,1114.75,deposit,other,Dubai,web,0,-0.64,18,0.12,ACH,104.207.43.4,D3786184,2023-01,High risk,18,Night,6.0,115.0
T2913955,ACC558730,ACC685165,109.23,withdrawal,online,London,atm,0,1.71,4,0.78,wire_transfer,67.78.149.157,D3417658,2023-01,Low risk,18,Night,5.0,116.0
T3986647,ACC256348,ACC310973,413.28,withdrawal,retail,Berlin,web,0,-2.94,20,0.66,wire_transfer,172.162.35.62,D9625529,2023-01,High risk,18,Night,5.0,114.0
T4967868,ACC620153,ACC299920,2.45,payment,restaurant,Berlin,web,0,1.4,6,0.21,card,132.17.98.76,D4975628,2023-01,Low risk,18,Night,5.0,112.0
T3348534,ACC660048,ACC838355,1147.64,deposit,entertainment,London,pos,0,2.53,14,0.38,wire_transfer,67.54.171.32,D4917746,2023-01,Medium risk,18,Night,5.0,112.0
T367393,ACC110573,ACC204314,7.98,payment,entertainment,Berlin,mobile,0,1.64,14,0.47,ACH,163.134.253.71,D3529871,2023-01,Medium risk,18,Night,5.0,113.0
T2408187,ACC800911,ACC223373,716.65,deposit,travel,Berlin,atm,0,0.51,3,0.14,wire_transfer,100.182.168.111,D3046778,2023-01,Low risk,18,Night,5.0,114.0
T4609613,ACC633726,ACC187786,728.18,deposit,utilities,Dubai,pos,0,-0.1,15,0.32,wire_transfer,28.59.226.33,D2710195,2023-01,High risk,18,Night,5.0,115.0
T474632,ACC821740,ACC223336,993.34,deposit,utilities,New York,web,0,-1.0,12,0.36,card,168.117.78.134,D6810388,2023-01,Medium risk,18,Night,5.0,114.0
T3206231,ACC735961,ACC361500,46.49,transfer,retail,London,mobile,0,0.54,14,0.06,ACH,228.61.220.94,D3567843,2023-01,Medium risk,18,Night,5.0,115.0
T1091591,ACC713083,ACC977629,82.4,transfer,retail,London,web,0,-0.61,13,0.87,ACH,10.171.85.5,D3188844,2023-01,Medium risk,18,Night,5.0,114.0
T3743553,ACC385034,ACC449984,17.44,transfer,online,Sydney,atm,0,-0.22,17,0.68,wire_transfer,3.13.159.31,D3050075,2023-01,High risk,18,Night,5.0,115.0
T3823486,ACC681915,ACC689730,1616.33,deposit,travel,Singapore,pos,0,-0.17,11,0.04,card,104.228.45.164,D9756655,2023-01,Medium risk,18,Night,5.0,116.0
T1415922,ACC328689,ACC239166,1351.04,deposit,travel,Berlin,mobile,0,-1.3,20,0.63,ACH,33.235.249.217,D3968383,2023-01,High risk,18,Night,5.0,117.0
T663194,ACC925082,ACC868285,31.82,transfer,online,New York,pos,0,0.61,5,0.92,ACH,138.218.16.247,D5321096,2023-01,Low risk,18,Night,5.0,118.0
T1626346,ACC837823,ACC644950,1567.0,deposit,entertainment,Toronto,atm,0,-0.13,1,0.79,card,194.28.168.137,D9314433,2023-01,Low risk,18,Night,5.0,117.0
T3385171,ACC925930,ACC142065,241.02,payment,restaurant,Dubai,mobile,0,-0.25,13,0.47,UPI,255.212.217.125,D8018682,2023-01,Medium risk,18,Night,5.0,118.0
T334444,ACC450742,ACC957883,702.35,deposit,grocery,New York,pos,0,-1.32,20,0.04,card,202.247.126.168,D5072480,2023-01,High risk,18,Night,5.0,119.0
T4108558,ACC286504,ACC808446,1164.42,deposit,restaurant,Tokyo,atm,0,-0.17,2,0.05,wire_transfer,166.30.90.147,D8538063,2023-01,Low risk,18,Night,5.0,119.0
T4313347,ACC800484,ACC738469,385.57,withdrawal,travel,London,pos,0,0.31,14,0.65,ACH,233.28.94.126,D9086791,2023-01,Medium risk,18,Night,5.0,120.0
T3768587,ACC988402,ACC742348,130.88,transfer,travel,Berlin,mobile,0,-0.26,7,0.06,card,5.179.228.17,D4593244,2023-01,Low risk,18,Night,5.0,120.0
T1142916,ACC680599,ACC675721,25.99,transfer,grocery,Singapore,pos,0,1.52,20,0.69,UPI,208.57.69.174,D6102982,2023-01,High risk,18,Night,5.0,120.0
T3538176,ACC460306,ACC252165,21.78,transfer,online,Tokyo,mobile,0,1.1,20,0.53,card,166.250.203.192,D3900283,2023-01,High risk,18,Night,5.0,119.0
T3252699,ACC914505,ACC192414,8.9,transfer,travel,Dubai,atm,0,-0.09,16,0.93,card,85.211.63.148,D5627140,2023-01,High risk,18,Night,5.0,119.0
T391979,ACC423709,ACC451265,219.11,withdrawal,utilities,Sydney,pos,0,-0.88,1,0.24,wire_transfer,99.222.16.242,D4614856,2023-01,Low risk,18,Night,5.0,120.0
T265599,ACC125644,ACC463328,603.37,withdrawal,entertainment,Tokyo,atm,0,-0.51,2,0.19,card,175.124.180.17,D3655793,2023-01,Low risk,18,Night,5.0,120.0
T2270630,ACC233734,ACC132732,647.97,deposit,travel,Toronto,pos,1,1.51,11,0.56,card,57.67.148.40,D9261421,2023-01,Medium risk,18,Night,6.0,116.0
T1331022,ACC993966,ACC292766,122.48,payment,entertainment,Tokyo,atm,0,-0.98,1,0.05,wire_transfer,48.222.68.246,D7955499,2023-01,Low risk,18,Night,6.0,116.0
T2989853,ACC304450,ACC345611,417.02,withdrawal,retail,Singapore,atm,0,0.94,3,0.5,ACH,192.121.166.197,D7745889,2023-01,Low risk,18,Night,6.0,116.0
T3245338,ACC412140,ACC783661,1591.33,deposit,entertainment,Tokyo,mobile,0,-1.42,9,0.76,card,174.154.41.58,D8987943,2023-01,Medium risk,18,Night,6.0,117.0
T4038117,ACC320780,ACC781984,11.47,transfer,travel,London,mobile,0,-0.39,20,0.79,UPI,201.11.34.114,D8165357,2023-01,High risk,18,Night,6.0,116.0
T1038157,ACC570326,ACC475719,12.6,transfer,retail,Berlin,mobile,1,0.39,2,0.35,ACH,245.250.144.118,D7177160,2023-01,Low risk,18,Night,7.0,116.0
T3029160,ACC837956,ACC338271,50.7,payment,utilities,Dubai,pos,0,-0.8,13,0.94,ACH,63.81.128.70,D6665112,2023-01,Medium risk,18,Night,7.0,117.0
T3247983,ACC572832,ACC764154,115.99,withdrawal,other,Sydney,pos,0,-3.03,12,0.86,card,64.14.204.231,D2150454,2023-01,Medium risk,18,Night,7.0,118.0
T1882877,ACC648233,ACC999914,9.58,payment,grocery,London,mobile,0,-1.32,5,0.28,UPI,20.254.72.69,D5748100,2023-01,Low risk,18,Night,7.0,114.0
T3755539,ACC445727,ACC319761,48.98,payment,online,Dubai,atm,0,0.34,5,0.76,card,158.229.47.226,D5092046,2023-01,Low risk,18,Night,7.0,114.0
T3506755,ACC705413,ACC927597,491.98,deposit,restaurant,Dubai,pos,0,-0.66,9,0.01,card,234.97.64.75,D4715272,2023-01,Medium risk,18,Night,7.0,115.0
T2175877,ACC835296,ACC885613,306.39,payment,grocery,Dubai,mobile,0,1.18,2,0.6,UPI,130.92.118.136,D7736584,2023-01,Low risk,18,Night,7.0,115.0
T3354667,ACC802647,ACC644456,1668.77,deposit,online,Toronto,pos,0,0.06,12,0.83,UPI,222.179.153.48,D8687434,2023-01,Medium risk,18,Night,7.0,110.0
T409251,ACC794492,ACC306910,20.51,payment,travel,Toronto,pos,0,0.34,16,0.61,ACH,47.115.93.133,D4029109,2023-01,High risk,18,Night,7.0,111.0
T2066300,ACC477875,ACC920499,169.26,withdrawal,entertainment,Toronto,atm,0,-0.67,8,0.85,ACH,230.207.242.100,D6342523,2023-01,Medium risk,18,Night,7.0,112.0
T769750,ACC552855,ACC374176,0.01,withdrawal,utilities,Singapore,web,0,0.47,10,0.34,ACH,153.137.10.190,D3830398,2023-01,Medium risk,18,Night,7.0,113.0
T3157534,ACC341223,ACC131756,31.27,transfer,grocery,Toronto,atm,0,-0.36,5,0.12,UPI,44.44.197.214,D2079030,2023-01,Low risk,18,Night,7.0,110.0
T3992270,ACC576993,ACC792853,23.95,transfer,retail,Singapore,atm,0,0.72,14,0.68,ACH,179.164.123.155,D5271537,2023-01,Medium risk,18,Night,7.0,111.0
T2014462,ACC621652,ACC890250,222.54,payment,retail,New York,pos,1,-0.27,16,0.29,wire_transfer,171.244.76.139,D2782270,2023-01,High risk,18,Night,8.0,111.0
T2356211,ACC696064,ACC512640,23.75,transfer,travel,Berlin,pos,0,1.44,4,0.57,UPI,85.80.126.125,D7752271,2023-01,Low risk,18,Night,8.0,110.0
T1192474,ACC736156,ACC397653,8.93,transfer,restaurant,Berlin,pos,0,-1.64,8,0.62,card,96.44.27.73,D1286643,2023-01,Medium risk,18,Night,8.0,111.0
T759207,ACC270812,ACC745110,1333.21,deposit,utilities,New York,atm,0,-1.38,8,0.92,UPI,58.163.86.85,D1755579,2023-01,Medium risk,18,Night,8.0,106.0
T3938393,ACC215892,ACC314983,70.88,payment,retail,London,web,0,0.76,5,0.34,card,93.211.118.138,D1424043,2023-01,Low risk,18,Night,8.0,107.0
T2996651,ACC655028,ACC242361,14.19,transfer,online,Singapore,mobile,0,0.21,6,0.5,wire_transfer,68.241.200.229,D2422231,2023-01,Low risk,18,Night,8.0,108.0
T2714085,ACC171699,ACC478511,11.82,transfer,other,Sydney,pos,0,-1.23,2,0.65,wire_transfer,172.35.21.178,D2435513,2023-01,Low risk,18,Night,8.0,108.0
T4792429,ACC209040,ACC293728,643.18,deposit,other,New York,web,0,-0.11,13,0.94,UPI,69.74.229.192,D4391214,2023-01,Medium risk,18,Night,8.0,106.0
T481797,ACC560789,ACC597220,437.61,withdrawal,utilities,Dubai,web,0,-0.33,11,0.51,wire_transfer,62.72.33.137,D9504683,2023-01,Medium risk,18,Night,8.0,107.0
T550052,ACC495672,ACC684307,509.41,withdrawal,entertainment,Singapore,atm,0,-0.35,4,0.19,wire_transfer,69.134.204.57,D3881254,2023-01,Low risk,18,Night,8.0,106.0
T3805199,ACC119104,ACC576981,335.34,withdrawal,other,Sydney,pos,0,0.42,19,0.78,card,54.92.6.14,D6211496,2023-01,High risk,18,Night,8.0,105.0
T1371367,ACC694073,ACC431295,242.34,withdrawal,entertainment,London,atm,0,0.98,12,0.24,UPI,134.51.23.93,D9596984,2023-01,Medium risk,18,Night,8.0,106.0
T4654249,ACC949549,ACC746287,103.6,payment,other,Toronto,mobile,0,-0.04,13,0.2,wire_transfer,251.107.169.112,D9450502,2023-01,Medium risk,18,Night,8.0,104.0
T4881288,ACC747057,ACC631693,1520.05,deposit,entertainment,Dubai,web,0,0.03,10,0.89,UPI,212.225.169.201,D2736222,2023-01,Medium risk,18,Night,8.0,105.0
T3973069,ACC528746,ACC382086,73.73,payment,online,Sydney,mobile,0,-1.76,16,0.52,UPI,168.20.174.14,D1219377,2023-01,High risk,18,Night,8.0,106.0
T3318778,ACC900312,ACC128603,11.45,transfer,travel,Berlin,atm,0,-0.19,12,0.58,wire_transfer,224.244.53.94,D3561504,2023-01,Medium risk,18,Night,8.0,106.0
T3365025,ACC625448,ACC593318,68.15,payment,travel,Toronto,mobile,0,-0.79,4,0.96,card,2.1.160.89,D1650232,2023-01,Low risk,18,Night,7.0,107.0
T236202,ACC819155,ACC171571,237.01,withdrawal,other,Toronto,atm,0,0.63,19,0.6,wire_transfer,23.40.141.126,D5825092,2023-01,High risk,18,Night,7.0,108.0
T1476248,ACC332306,ACC798656,20.65,withdrawal,grocery,Sydney,mobile,0,2.49,2,0.95,card,126.138.114.24,D1162181,2023-01,Low risk,18,Night,7.0,109.0
T878001,ACC107804,ACC769803,123.13,transfer,entertainment,Sydney,mobile,0,-0.61,10,0.58,wire_transfer,91.169.117.216,D8070566,2023-01,Medium risk,18,Night,7.0,110.0
T4934497,ACC813702,ACC542446,57.5,transfer,grocery,Singapore,web,0,0.18,7,0.41,card,22.192.70.128,D6507275,2023-01,Low risk,18,Night,7.0,111.0
T1166216,ACC477192,ACC618412,197.07,payment,entertainment,Toronto,atm,0,-0.73,4,0.8,ACH,131.13.189.183,D4047059,2023-01,Low risk,18,Night,7.0,112.0
T1536538,ACC103559,ACC799841,28.56,transfer,grocery,Toronto,pos,0,0.13,19,0.12,card,33.129.44.9,D1801790,2023-01,High risk,18,Night,7.0,113.0
T1203663,ACC858277,ACC726225,13.62,payment,restaurant,New York,pos,0,-0.6,2,0.92,wire_transfer,119.57.126.60,D7729037,2023-01,Low risk,18,Night,7.0,112.0
T2168738,ACC269646,ACC518476,1141.27,deposit,entertainment,Dubai,web,0,-1.12,18,0.15,ACH,201.23.133.66,D2354570,2023-01,High risk,18,Night,7.0,112.0
T1430072,ACC604188,ACC235677,67.86,transfer,utilities,New York,web,1,-0.71,3,0.6,ACH,171.210.76.160,D7964548,2023-01,Low risk,18,Night,8.0,112.0
T294821,ACC801855,ACC725494,24.59,transfer,utilities,Toronto,web,0,0.33,3,0.21,card,142.173.200.169,D7806440,2023-01,Low risk,18,Night,8.0,111.0
T4917747,ACC312641,ACC977739,1365.8,deposit,retail,Toronto,atm,0,-1.29,6,0.32,card,161.134.254.175,D1678580,2023-01,Low risk,18,Night,8.0,112.0
T1601043,ACC132747,ACC996362,870.07,deposit,retail,New York,atm,0,-0.14,11,0.33,wire_transfer,227.104.139.171,D9426290,2023-01,Medium risk,18,Night,8.0,111.0
T944615,ACC395776,ACC695166,24.01,transfer,retail,New York,pos,0,0.94,20,0.36,UPI,14.186.160.78,D9871540,2023-01,High risk,18,Night,8.0,111.0
T3237356,ACC891690,ACC447305,48.4,transfer,grocery,Dubai,web,0,-0.49,13,0.78,card,209.85.228.216,D5769259,2023-01,Medium risk,18,Night,8.0,110.0
T2947302,ACC454441,ACC785673,27.09,transfer,online,Tokyo,atm,0,-1.12,18,0.96,UPI,41.53.5.56,D1987949,2023-01,High risk,18,Night,8.0,110.0
T4580237,ACC993280,ACC798940,72.71,payment,restaurant,Sydney,mobile,0,1.07,11,0.02,wire_transfer,41.94.75.185,D2109522,2023-01,Medium risk,18,Night,8.0,109.0
T1653888,ACC858240,ACC586783,1070.59,deposit,other,Berlin,mobile,0,-0.0,5,0.93,card,104.252.45.21,D2437830,2023-01,Low risk,18,Night,8.0,110.0
T4206736,ACC768479,ACC997963,13.34,transfer,grocery,Tokyo,pos,0,1.31,20,0.6,wire_transfer,41.200.21.182,D4097079,2023-01,High risk,18,Night,8.0,110.0
T1968045,ACC784331,ACC343834,10.77,transfer,online,Toronto,atm,0,1.03,17,0.69,wire_transfer,71.242.109.203,D5033411,2023-01,High risk,18,Night,8.0,111.0
T3424120,ACC350666,ACC973099,1640.4,deposit,restaurant,Tokyo,web,0,-0.57,19,0.54,ACH,217.236.185.205,D7309857,2023-01,High risk,18,Night,8.0,111.0
T873007,ACC178535,ACC237286,144.26,payment,retail,Singapore,mobile,0,1.09,17,0.42,UPI,58.102.241.14,D7946805,2023-01,High risk,18,Night,8.0,112.0
T948565,ACC390709,ACC294322,120.89,payment,restaurant,New York,web,0,-0.07,4,0.57,card,222.54.141.241,D8243649,2023-01,Low risk,18,Night,8.0,112.0
T3427977,ACC492027,ACC678620,54.38,payment,online,Berlin,pos,0,-0.49,10,0.35,UPI,44.8.173.178,D9710559,2023-01,Medium risk,18,Night,8.0,111.0
T3274984,ACC639228,ACC397991,938.94,deposit,utilities,Tokyo,web,0,-0.8,1,0.35,card,197.45.206.37,D9385336,2023-01,Low risk,18,Night,8.0,112.0
T2616300,ACC914096,ACC481339,861.93,deposit,online,Tokyo,pos,0,-0.35,19,0.09,ACH,219.245.184.210,D7727002,2023-01,High risk,18,Night,8.0,113.0
T3746184,ACC264286,ACC742168,22.33,transfer,online,Dubai,web,1,0.27,11,0.82,card,212.242.37.181,D7493979,2023-01,Medium risk,18,Night,9.0,113.0
T3530764,ACC915177,ACC991396,13.1,transfer,utilities,Sydney,atm,0,-0.55,18,0.57,ACH,173.251.127.151,D4250843,2023-01,High risk,18,Night,9.0,114.0
T266554,ACC312366,ACC609616,13.76,transfer,entertainment,Sydney,mobile,0,1.07,4,0.6,UPI,231.120.224.219,D4456862,2023-01,Low risk,18,Night,9.0,115.0
T3165602,ACC464369,ACC923950,89.7,payment,restaurant,Toronto,mobile,0,-0.38,15,0.72,wire_transfer,181.158.90.135,D9588972,2023-01,High risk,18,Night,8.0,116.0
T1178244,ACC522551,ACC466089,557.57,deposit,entertainment,New York,atm,0,-0.47,4,0.23,UPI,59.193.105.118,D6158145,2023-01,Low risk,18,Night,8.0,117.0
T639659,ACC491471,ACC306565,382.41,withdrawal,online,Berlin,mobile,0,0.51,11,0.24,ACH,167.49.207.7,D4038876,2023-01,Medium risk,18,Night,8.0,118.0
T3696016,ACC252024,ACC731312,145.42,payment,retail,Toronto,atm,0,1.31,15,0.35,wire_transfer,106.123.215.168,D2896017,2023-01,High risk,18,Night,8.0,119.0
T745561,ACC827389,ACC587414,201.44,withdrawal,retail,London,pos,0,2.31,14,0.97,UPI,56.189.158.5,D6876174,2023-01,Medium risk,18,Night,8.0,119.0
T893226,ACC127266,ACC701452,705.34,withdrawal,grocery,Toronto,atm,0,-0.53,7,0.01,wire_transfer,21.117.26.159,D4437594,2023-01,Low risk,18,Night,8.0,120.0
T1652819,ACC603031,ACC627499,583.27,deposit,entertainment,Dubai,mobile,0,-0.78,11,0.41,UPI,80.5.116.105,D9481330,2023-01,Medium risk,18,Night,8.0,120.0
T847491,ACC762850,ACC198052,52.36,payment,restaurant,New York,pos,0,-1.79,19,0.71,card,164.4.162.87,D1788819,2023-01,High risk,18,Night,8.0,121.0
T3502297,ACC228435,ACC988804,933.09,deposit,entertainment,Singapore,mobile,0,-0.1,20,0.8,wire_transfer,43.211.26.133,D8806386,2023-01,High risk,18,Night,7.0,118.0
T2409595,ACC933717,ACC265037,1114.18,deposit,grocery,Toronto,mobile,0,1.18,17,0.54,wire_transfer,215.115.113.54,D6871377,2023-01,High risk,18,Night,7.0,119.0
T4214563,ACC811571,ACC252785,1319.78,deposit,utilities,Singapore,web,0,-1.33,11,0.62,ACH,63.191.234.216,D9158482,2023-01,Medium risk,18,Night,7.0,120.0
T840707,ACC271288,ACC293305,688.57,deposit,restaurant,Singapore,mobile,0,-0.58,3,0.75,ACH,71.41.34.243,D5687173,2023-01,Low risk,18,Night,6.0,117.0
T2370772,ACC503911,ACC626673,21.58,withdrawal,other,London,atm,0,-0.99,19,0.47,ACH,51.126.40.68,D3335658,2023-01,High risk,18,Night,5.0,117.0
T1802572,ACC503424,ACC288061,64.45,deposit,restaurant,Dubai,web,0,-1.56,5,0.93,ACH,82.238.163.187,D6116904,2023-01,Low risk,18,Night,5.0,116.0
T1929859,ACC490657,ACC843162,0.01,withdrawal,online,Sydney,atm,0,-0.95,20,0.16,card,20.167.161.248,D9471530,2023-01,High risk,18,Night,5.0,116.0
T1671446,ACC448550,ACC823476,1313.7,deposit,utilities,London,web,1,0.13,1,0.27,card,64.92.228.142,D4869002,2023-01,Low risk,18,Night,6.0,115.0
T3343601,ACC381497,ACC475290,1708.51,deposit,other,Sydney,pos,0,-0.17,10,0.38,ACH,199.64.224.26,D8093474,2023-01,Medium risk,18,Night,6.0,116.0
T3105109,ACC948665,ACC208564,1176.52,deposit,utilities,London,web,0,0.29,18,0.78,wire_transfer,113.168.213.26,D5732517,2023-01,High risk,18,Night,6.0,112.0
T1819285,ACC634134,ACC390800,23.9,transfer,entertainment,Singapore,web,0,0.27,15,0.69,UPI,235.5.15.240,D2769072,2023-01,High risk,18,Night,6.0,113.0
T3941749,ACC451119,ACC639712,31.04,transfer,grocery,Berlin,atm,0,-0.5,2,0.88,card,98.21.213.130,D2879674,2023-01,Low risk,18,Night,6.0,114.0
T2109593,ACC115441,ACC267483,1400.05,deposit,grocery,Toronto,pos,0,-0.69,20,0.75,card,43.143.4.0,D2970882,2023-01,High risk,18,Night,6.0,115.0
T4848562,ACC622514,ACC179119,1879.03,deposit,online,Tokyo,mobile,0,-0.36,17,0.52,card,151.250.119.38,D8870096,2023-01,High risk,18,Night,6.0,115.0
T5090956,ACC824941,ACC794264,14.6,payment,utilities,London,atm,0,0.94,17,0.37,wire_transfer,70.168.32.251,D5143985,2023-01,High risk,18,Night,6.0,116.0
T1406793,ACC485864,ACC650967,0.01,deposit,entertainment,London,pos,0,2.01,8,0.46,wire_transfer,98.157.28.232,D3942985,2023-01,Medium risk,18,Night,6.0,115.0
T583793,ACC221355,ACC586634,283.6,withdrawal,retail,Dubai,pos,1,1.12,4,0.24,ACH,220.50.55.25,D5526966,2023-01,Low risk,18,Night,7.0,114.0
T1786745,ACC951126,ACC112623,974.34,deposit,restaurant,Sydney,atm,0,1.13,5,0.61,card,226.130.193.176,D8959479,2023-01,Low risk,18,Night,7.0,115.0
T2497565,ACC581562,ACC129407,35.47,transfer,utilities,New York,atm,0,-1.13,14,0.25,ACH,85.155.177.19,D8452697,2023-01,Medium risk,19,Night,7.0,114.0
T1570446,ACC240168,ACC973614,322.83,withdrawal,utilities,Sydney,atm,0,0.42,2,0.42,ACH,147.170.238.29,D8240628,2023-01,Low risk,19,Night,7.0,108.0
T1337209,ACC772663,ACC251493,26.4,payment,retail,Singapore,atm,0,-0.01,11,0.39,card,181.240.34.129,D1392316,2023-01,Medium risk,19,Night,7.0,109.0
T754734,ACC462361,ACC624651,121.79,withdrawal,travel,Sydney,web,0,-0.18,1,0.56,UPI,15.179.78.22,D5281561,2023-01,Low risk,19,Night,7.0,110.0
T254394,ACC746087,ACC464632,25.45,payment,travel,Dubai,web,0,0.77,6,0.13,UPI,194.164.0.247,D6409459,2023-01,Low risk,19,Night,7.0,111.0
T997140,ACC414373,ACC617560,388.35,withdrawal,grocery,Sydney,atm,0,0.65,1,0.68,ACH,33.225.169.99,D1346287,2023-01,Low risk,19,Night,7.0,111.0
T3306371,ACC226285,ACC281539,3.89,payment,online,Singapore,pos,0,1.57,16,0.93,card,114.1.47.14,D7753962,2023-01,High risk,19,Night,7.0,112.0
T3652583,ACC184263,ACC199284,108.02,withdrawal,other,Sydney,atm,0,0.03,10,0.89,ACH,62.185.120.156,D3622408,2023-01,Medium risk,19,Night,7.0,108.0
T798394,ACC841928,ACC945507,639.86,deposit,other,New York,web,1,0.43,11,0.3,card,181.221.219.5,D4111424,2023-01,Medium risk,19,Night,8.0,108.0
T1070871,ACC678026,ACC373858,72.92,withdrawal,other,Toronto,atm,0,-1.31,20,0.34,wire_transfer,117.106.126.46,D1881969,2023-01,High risk,19,Night,8.0,109.0
T3427071,ACC145082,ACC787349,109.02,payment,restaurant,Toronto,pos,1,-0.71,5,0.95,ACH,137.42.110.213,D2791806,2023-01,Low risk,19,Night,9.0,108.0
T576722,ACC479034,ACC490531,342.53,payment,retail,Sydney,atm,0,-0.26,8,0.69,ACH,220.166.211.173,D6948779,2023-01,Medium risk,19,Night,9.0,108.0
T3075668,ACC552439,ACC551731,23.46,transfer,grocery,London,web,0,-0.34,16,0.18,wire_transfer,155.163.65.55,D4707304,2023-01,High risk,19,Night,9.0,103.0
T536391,ACC951017,ACC701112,26.04,transfer,restaurant,Toronto,atm,0,0.4,20,0.76,card,223.215.202.17,D9968857,2023-01,High risk,19,Night,9.0,104.0
T4433024,ACC798889,ACC611697,1807.48,deposit,other,Toronto,atm,1,0.82,7,0.7,wire_transfer,248.144.187.111,D5597157,2023-01,Low risk,19,Night,10.0,104.0
T2388453,ACC524425,ACC159756,311.29,withdrawal,other,Sydney,mobile,0,-1.68,11,0.77,card,105.111.236.38,D5052940,2023-01,Medium risk,19,Night,10.0,103.0
T5097826,ACC604336,ACC200892,829.61,deposit,travel,Toronto,web,0,-0.88,5,0.79,wire_transfer,47.13.255.114,D7715956,2023-01,Low risk,19,Night,10.0,104.0
T4666631,ACC365444,ACC590953,137.09,withdrawal,retail,Sydney,mobile,0,2.27,9,0.23,ACH,140.137.129.210,D7717304,2023-01,Medium risk,19,Night,10.0,105.0
T3811690,ACC826155,ACC500302,697.98,deposit,online,Berlin,pos,0,-0.13,3,0.99,ACH,36.51.239.54,D2451991,2023-01,Low risk,19,Night,10.0,106.0
T4051574,ACC208735,ACC671632,206.86,payment,travel,New York,mobile,0,-0.69,13,0.88,ACH,250.253.177.52,D3634516,2023-01,Medium risk,19,Night,10.0,107.0
T3578535,ACC710907,ACC566465,60.35,payment,other,London,pos,0,0.68,8,0.32,wire_transfer,189.92.134.147,D3451255,2023-01,Medium risk,19,Night,10.0,108.0
T4765215,ACC397354,ACC451834,238.2,payment,entertainment,New York,pos,0,0.19,16,0.45,card,141.131.34.217,D8174088,2023-01,High risk,19,Night,10.0,108.0
T152387,ACC640057,ACC201257,21.31,transfer,utilities,London,pos,0,-0.78,19,0.14,UPI,183.9.245.27,D5978378,2023-01,High risk,19,Night,10.0,108.0
T3361938,ACC564248,ACC561628,2328.06,deposit,restaurant,Tokyo,mobile,0,0.75,15,0.75,wire_transfer,80.119.161.108,D8056083,2023-01,High risk,19,Night,10.0,106.0
T4386756,ACC772356,ACC422559,276.88,payment,other,Tokyo,web,0,-2.59,4,0.37,ACH,56.159.47.117,D9926525,2023-01,Low risk,19,Night,10.0,105.0
T1794900,ACC682869,ACC514172,582.92,deposit,online,London,pos,0,0.04,16,0.48,ACH,3.243.210.136,D6456859,2023-01,High risk,19,Night,10.0,105.0
T3138088,ACC516595,ACC383605,19.74,transfer,online,Singapore,atm,0,-1.11,20,0.19,ACH,81.236.161.248,D6896129,2023-01,High risk,19,Night,10.0,106.0
